"Date","Price","Open","High","Low","Change %"
"Jan 05, 2018","153.46","152.81","153.78","152.72","0.43%"
"Jan 04, 2018","152.81","152.05","152.99","151.97","0.49%"
"Jan 03, 2018","152.06","152.59","152.85","151.75","-0.35%"
"Jan 02, 2018","152.59","152.16","152.78","151.85","0.31%"
"Jan 01, 2018","152.12","152.28","152.35","152.03","-0.11%"
"Dec 29, 2017","152.29","151.76","152.55","151.52","0.36%"
"Dec 28, 2017","151.75","151.87","152.00","151.47","-0.07%"
"Dec 27, 2017","151.86","151.45","152.12","151.33","0.28%"
"Dec 26, 2017","151.44","151.44","151.62","151.19","0.00%"
"Dec 25, 2017","151.44","151.31","151.78","151.31","0.05%"
"Dec 22, 2017","151.36","151.69","151.91","151.20","-0.22%"
"Dec 21, 2017","151.70","151.65","151.94","151.27","0.03%"
"Dec 20, 2017","151.66","151.12","152.04","151.06","0.36%"
"Dec 19, 2017","151.11","150.61","151.29","150.36","0.33%"
"Dec 18, 2017","150.62","150.19","151.04","149.85","0.43%"
"Dec 15, 2017","149.98","150.94","151.06","149.42","-0.64%"
"Dec 14, 2017","150.95","151.03","151.90","150.63","-0.05%"
"Dec 13, 2017","151.03","151.22","151.54","150.47","-0.12%"
"Dec 12, 2017","151.21","151.48","151.78","151.02","-0.17%"
"Dec 11, 2017","151.47","152.00","152.35","151.24","-0.33%"
"Dec 08, 2017","151.97","152.38","153.44","151.62","-0.26%"
"Dec 07, 2017","152.37","150.38","152.48","150.14","1.32%"
"Dec 06, 2017","150.38","151.35","151.49","149.75","-0.65%"
"Dec 05, 2017","151.36","151.51","151.84","150.52","-0.11%"
"Dec 04, 2017","151.53","151.13","152.98","151.13","0.32%"
"Dec 01, 2017","151.04","152.20","152.53","150.57","-0.78%"
"Nov 30, 2017","152.22","150.08","152.43","149.99","1.42%"
"Nov 29, 2017","150.09","148.69","150.44","148.66","0.92%"
"Nov 28, 2017","148.72","147.91","149.31","146.99","0.51%"
"Nov 27, 2017","147.96","148.76","148.88","147.82","-0.55%"
"Nov 24, 2017","148.78","148.01","149.01","147.93","0.52%"
"Nov 23, 2017","148.01","148.22","148.53","147.81","-0.13%"
"Nov 22, 2017","148.21","148.87","149.02","148.01","-0.44%"
"Nov 21, 2017","148.87","149.06","149.43","148.63","-0.13%"
"Nov 20, 2017","149.06","148.14","149.25","147.60","0.65%"
"Nov 17, 2017","148.10","149.19","149.34","147.94","-0.73%"
"Nov 16, 2017","149.19","148.68","149.48","148.51","0.34%"
"Nov 15, 2017","148.68","149.37","149.41","148.12","-0.46%"
"Nov 14, 2017","149.37","149.03","149.59","148.62","0.23%"
"Nov 13, 2017","149.03","149.68","149.84","148.06","-0.48%"
"Nov 10, 2017","149.75","149.18","150.01","148.82","0.40%"
"Nov 09, 2017","149.16","149.35","149.72","148.44","-0.13%"
"Nov 08, 2017","149.35","150.10","150.17","148.53","-0.51%"
"Nov 07, 2017","150.12","149.78","150.35","149.63","0.24%"
"Nov 06, 2017","149.76","149.24","149.93","148.93","0.40%"
"Nov 03, 2017","149.16","149.00","149.69","148.71","0.11%"
"Nov 02, 2017","148.99","151.24","151.56","148.66","-1.49%"
"Nov 01, 2017","151.24","150.97","152.01","150.91","0.20%"
"Oct 31, 2017","150.94","149.45","151.09","149.18","0.97%"
"Oct 30, 2017","149.49","149.28","150.04","148.96","0.16%"
"Oct 27, 2017","149.25","150.00","150.09","148.91","-0.50%"
"Oct 26, 2017","150.00","150.88","150.94","149.76","-0.58%"
"Oct 25, 2017","150.87","149.58","151.42","149.27","0.84%"
"Oct 24, 2017","149.62","149.71","150.12","149.12","-0.06%"
"Oct 23, 2017","149.71","149.94","150.50","149.47","-0.01%"
"Oct 20, 2017","149.72","148.10","149.85","148.00","1.09%"
"Oct 19, 2017","148.10","149.14","149.47","147.90","-0.69%"
"Oct 18, 2017","149.13","148.00","149.15","147.88","0.76%"
"Oct 17, 2017","148.01","148.66","149.10","147.74","-0.44%"
"Oct 16, 2017","148.66","148.87","149.04","148.16","0.03%"
"Oct 13, 2017","148.62","148.91","149.31","148.47","-0.19%"
"Oct 12, 2017","148.91","148.76","149.18","147.29","0.11%"
"Oct 11, 2017","148.75","148.48","148.88","147.85","0.18%"
"Oct 10, 2017","148.49","148.06","148.56","147.75","0.28%"
"Oct 09, 2017","148.07","147.28","148.59","146.91","0.60%"
"Oct 06, 2017","147.18","148.00","148.09","147.03","-0.55%"
"Oct 05, 2017","148.00","149.32","149.49","147.66","-0.92%"
"Oct 04, 2017","149.37","149.38","149.94","149.03","-0.03%"
"Oct 03, 2017","149.41","149.72","150.26","149.28","-0.21%"
"Oct 02, 2017","149.72","150.59","151.01","149.28","-0.65%"
"Sep 29, 2017","150.70","151.01","151.32","150.20","-0.21%"
"Sep 28, 2017","151.02","151.05","151.62","150.48","-0.01%"
"Sep 27, 2017","151.04","151.04","151.63","150.56","-0.01%"
"Sep 26, 2017","151.05","150.48","151.12","149.99","0.39%"
"Sep 25, 2017","150.47","151.10","152.31","149.75","-0.42%"
"Sep 22, 2017","151.10","152.75","152.84","150.68","-1.08%"
"Sep 21, 2017","152.75","151.43","152.90","151.38","0.87%"
"Sep 20, 2017","151.44","150.76","152.31","150.46","0.46%"
"Sep 19, 2017","150.75","150.57","151.62","150.13","0.13%"
"Sep 18, 2017","150.56","150.59","151.53","150.15","-0.07%"
"Sep 15, 2017","150.67","147.68","151.55","146.59","2.02%"
"Sep 14, 2017","147.68","145.96","148.37","145.29","1.18%"
"Sep 13, 2017","145.96","146.35","146.69","145.69","-0.27%"
"Sep 12, 2017","146.35","144.03","146.56","143.91","1.62%"
"Sep 11, 2017","144.01","142.84","144.21","142.56","1.17%"
"Sep 08, 2017","142.34","142.09","142.57","141.33","0.18%"
"Sep 07, 2017","142.09","142.47","142.72","141.47","-0.27%"
"Sep 06, 2017","142.47","141.81","142.72","141.37","0.46%"
"Sep 05, 2017","141.82","141.92","141.97","141.17","-0.06%"
"Sep 04, 2017","141.91","141.76","142.50","141.48","-0.62%"
"Sep 01, 2017","142.79","142.21","143.01","142.06","0.41%"
"Aug 31, 2017","142.21","142.47","142.93","141.56","-0.20%"
"Aug 30, 2017","142.49","141.80","142.80","141.56","0.49%"
"Aug 29, 2017","141.80","141.28","142.01","140.00","0.36%"
"Aug 28, 2017","141.29","141.06","141.47","140.43","0.25%"
"Aug 25, 2017","140.94","140.25","140.96","140.12","0.51%"
"Aug 24, 2017","140.23","139.52","140.46","139.29","0.48%"
"Aug 23, 2017","139.56","140.50","140.84","139.41","-0.68%"
"Aug 22, 2017","140.51","140.56","141.06","140.03","-0.06%"
"Aug 21, 2017","140.59","140.72","140.91","140.12","-0.01%"
"Aug 18, 2017","140.60","141.00","141.17","139.82","-0.28%"
"Aug 17, 2017","141.00","142.07","142.16","140.87","-0.75%"
"Aug 16, 2017","142.07","142.45","143.14","141.70","-0.26%"
"Aug 15, 2017","142.44","142.14","143.24","141.94","0.21%"
"Aug 14, 2017","142.14","141.89","142.76","141.75","0.05%"
"Aug 11, 2017","142.07","141.72","142.10","141.21","0.25%"
"Aug 10, 2017","141.71","143.10","143.35","141.62","-1.01%"
"Aug 09, 2017","143.16","143.31","143.44","142.25","-0.10%"
"Aug 08, 2017","143.31","144.34","144.50","143.15","-0.72%"
"Aug 07, 2017","144.35","144.16","144.78","144.12","0.04%"
"Aug 04, 2017","144.29","144.56","145.29","144.19","-0.21%"
"Aug 03, 2017","144.59","146.47","146.81","144.35","-1.25%"
"Aug 02, 2017","146.42","145.70","146.83","145.65","0.48%"
"Aug 01, 2017","145.72","145.72","146.22","145.41","0.01%"
"Jul 31, 2017","145.70","145.28","145.85","144.79","0.23%"
"Jul 28, 2017","145.37","145.38","145.81","144.99","0.01%"
"Jul 27, 2017","145.35","145.91","146.61","145.12","-0.36%"
"Jul 26, 2017","145.87","145.74","146.44","145.48","0.09%"
"Jul 25, 2017","145.74","144.75","145.91","144.44","0.68%"
"Jul 24, 2017","144.76","144.28","145.03","144.01","0.24%"
"Jul 21, 2017","144.41","145.21","145.38","144.06","-0.53%"
"Jul 20, 2017","145.18","145.79","146.31","144.66","-0.40%"
"Jul 19, 2017","145.77","146.14","146.35","145.24","-0.26%"
"Jul 18, 2017","146.15","147.04","147.37","145.38","-0.61%"
"Jul 17, 2017","147.04","147.31","147.63","146.74","-0.23%"
"Jul 14, 2017","147.38","146.53","147.56","145.99","0.55%"
"Jul 13, 2017","146.57","145.79","146.93","145.57","0.53%"
"Jul 12, 2017","145.80","146.40","146.51","145.30","-0.41%"
"Jul 11, 2017","146.40","146.94","147.84","146.19","-0.34%"
"Jul 10, 2017","146.90","146.91","147.47","146.59","0.04%"
"Jul 07, 2017","146.84","146.87","147.66","146.47","-0.02%"
"Jul 06, 2017","146.87","146.53","147.28","146.03","0.25%"
"Jul 05, 2017","146.51","146.32","146.82","145.99","0.10%"
"Jul 04, 2017","146.36","146.73","146.97","146.00","-0.22%"
"Jul 03, 2017","146.68","145.88","146.97","145.62","0.19%"
"Jun 30, 2017","146.40","145.94","146.60","145.14","0.32%"
"Jun 29, 2017","145.93","145.12","146.56","145.04","0.53%"
"Jun 28, 2017","145.16","144.01","145.55","143.28","0.81%"
"Jun 27, 2017","144.00","142.31","144.22","141.94","1.21%"
"Jun 26, 2017","142.28","141.45","142.39","141.34","0.52%"
"Jun 23, 2017","141.54","141.20","141.93","141.02","0.25%"
"Jun 22, 2017","141.19","141.09","141.25","140.44","0.05%"
"Jun 21, 2017","141.12","140.78","141.81","139.87","0.24%"
"Jun 20, 2017","140.78","142.00","142.54","140.54","-0.90%"
"Jun 19, 2017","142.06","141.78","142.34","141.12","0.29%"
"Jun 16, 2017","141.65","141.50","142.38","141.34","0.12%"
"Jun 15, 2017","141.48","139.72","141.62","139.18","1.25%"
"Jun 14, 2017","139.73","140.37","140.92","139.09","-0.46%"
"Jun 13, 2017","140.38","139.16","140.43","138.99","0.90%"
"Jun 12, 2017","139.13","140.50","140.81","138.63","-1.07%"
"Jun 09, 2017","140.63","142.51","142.65","139.56","-1.31%"
"Jun 08, 2017","142.49","142.34","142.83","141.76","0.13%"
"Jun 07, 2017","142.31","141.28","142.41","140.72","0.75%"
"Jun 06, 2017","141.25","142.52","142.69","140.71","-0.90%"
"Jun 05, 2017","142.53","141.66","143.13","141.63","0.17%"
"Jun 02, 2017","142.29","143.49","144.01","142.04","-0.80%"
"Jun 01, 2017","143.44","142.75","143.72","142.47","0.46%"
"May 31, 2017","142.79","142.52","142.94","141.47","0.18%"
"May 30, 2017","142.53","142.85","143.14","141.81","-0.24%"
"May 29, 2017","142.87","142.59","143.13","142.35","0.22%"
"May 26, 2017","142.56","144.77","144.85","142.13","-1.49%"
"May 25, 2017","144.72","144.62","145.44","144.50","0.04%"
"May 24, 2017","144.66","144.84","145.41","144.45","-0.17%"
"May 23, 2017","144.90","144.68","145.17","143.79","0.15%"
"May 22, 2017","144.69","144.81","145.12","144.03","-0.26%"
"May 19, 2017","145.06","144.25","145.41","143.79","0.59%"
"May 18, 2017","144.21","143.71","144.84","143.34","0.33%"
"May 17, 2017","143.74","146.15","146.21","143.64","-1.63%"
"May 16, 2017","146.12","146.74","147.13","145.80","-0.40%"
"May 15, 2017","146.71","145.85","147.01","145.62","0.41%"
"May 12, 2017","146.11","146.68","146.81","145.77","-0.43%"
"May 11, 2017","146.74","147.87","147.98","146.13","-0.76%"
"May 10, 2017","147.86","147.44","148.13","147.11","0.28%"
"May 09, 2017","147.44","146.56","147.92","146.43","0.61%"
"May 08, 2017","146.55","146.66","146.81","145.64","0.15%"
"May 05, 2017","146.33","145.32","146.48","144.78","0.69%"
"May 04, 2017","145.33","145.05","145.76","144.64","0.17%"
"May 03, 2017","145.09","144.90","145.40","144.50","0.14%"
"May 02, 2017","144.89","144.14","145.14","144.02","0.53%"
"May 01, 2017","144.12","144.10","144.62","143.75","-0.24%"
"Apr 28, 2017","144.46","143.62","144.57","143.31","0.62%"
"Apr 27, 2017","143.57","142.66","143.94","142.54","0.64%"
"Apr 26, 2017","142.65","142.66","143.53","142.32","-0.01%"
"Apr 25, 2017","142.66","140.43","142.68","140.00","1.59%"
"Apr 24, 2017","140.43","141.85","142.16","140.17","0.47%"
"Apr 21, 2017","139.77","140.03","140.17","139.20","-0.23%"
"Apr 20, 2017","140.09","139.09","140.37","139.00","0.70%"
"Apr 19, 2017","139.12","139.18","140.22","138.89","-0.05%"
"Apr 18, 2017","139.19","136.82","140.03","136.13","1.72%"
"Apr 17, 2017","136.84","136.07","137.03","135.59","0.57%"
"Apr 14, 2017","136.06","136.46","136.69","135.96","-0.25%"
"Apr 13, 2017","136.40","136.68","137.15","136.33","-0.23%"
"Apr 12, 2017","136.72","136.93","137.40","136.52","-0.15%"
"Apr 11, 2017","136.93","137.74","137.81","136.84","-0.57%"
"Apr 10, 2017","137.72","137.56","138.31","137.40","0.21%"
"Apr 07, 2017","137.43","138.16","138.37","137.01","-0.54%"
"Apr 06, 2017","138.18","138.19","138.76","137.73","-0.01%"
"Apr 05, 2017","138.19","137.76","139.09","137.46","0.30%"
"Apr 04, 2017","137.77","138.48","138.58","137.08","-0.51%"
"Apr 03, 2017","138.47","139.66","139.94","138.28","-0.99%"
"Mar 31, 2017","139.85","139.53","140.12","138.97","0.20%"
"Mar 30, 2017","139.57","138.07","139.64","137.73","1.09%"
"Mar 29, 2017","138.07","138.36","138.55","137.51","-0.22%"
"Mar 28, 2017","138.38","138.97","139.44","138.07","-0.44%"
"Mar 27, 2017","138.99","138.84","139.16","138.03","0.10%"
"Mar 24, 2017","138.85","138.90","139.19","138.29","-0.04%"
"Mar 23, 2017","138.90","138.81","139.39","138.31","0.09%"
"Mar 22, 2017","138.78","139.41","139.52","137.73","-0.45%"
"Mar 21, 2017","139.41","139.09","140.46","138.94","0.23%"
"Mar 20, 2017","139.09","139.57","140.16","138.85","-0.44%"
"Mar 17, 2017","139.70","140.04","140.50","139.13","-0.26%"
"Mar 16, 2017","140.06","139.31","140.22","138.56","0.50%"
"Mar 15, 2017","139.37","139.46","140.63","139.09","-0.06%"
"Mar 14, 2017","139.46","140.38","140.47","139.14","-0.66%"
"Mar 13, 2017","140.38","139.72","140.50","139.34","0.51%"
"Mar 10, 2017","139.67","139.84","140.57","139.49","-0.13%"
"Mar 09, 2017","139.85","139.15","140.08","139.04","0.49%"
"Mar 08, 2017","139.17","139.04","139.68","138.42","0.08%"
"Mar 07, 2017","139.06","139.35","139.67","138.72","-0.21%"
"Mar 06, 2017","139.35","140.16","140.34","139.22","-0.59%"
"Mar 03, 2017","140.18","140.39","140.58","139.65","-0.11%"
"Mar 02, 2017","140.33","139.82","140.77","139.73","0.36%"
"Mar 01, 2017","139.82","139.62","140.76","139.54","0.14%"
"Feb 28, 2017","139.62","140.25","140.35","138.81","-0.44%"
"Feb 27, 2017","140.24","139.88","140.43","138.99","0.26%"
"Feb 24, 2017","139.87","141.39","141.80","139.39","-1.06%"
"Feb 23, 2017","141.37","140.97","141.62","140.66","0.22%"
"Feb 22, 2017","141.06","141.82","142.09","140.49","-0.51%"
"Feb 21, 2017","141.79","140.90","141.89","140.80","0.60%"
"Feb 20, 2017","140.94","140.09","141.29","139.96","0.58%"
"Feb 17, 2017","140.13","141.41","142.00","139.62","-0.91%"
